年份,省份,城市代码,地级市,人均地区生产总值,CO2排放量,碳排放强度,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,GDP,GDP增速,人均GDP,第一产业增加值,第二产业增加值,第三产业增加值,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,年末常住人口数,能源消费总量,人均能源消耗,减排效率,地区生产总值,能源消费强度,长江经济带,最早试点年份,Post_carbon,Treat_carbon,碳排放交易DID,经度,纬度,长江经济带.1,年份.1,Post_green,Treat_green,绿色金融试点DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,gfi_std
2022,河南省,411600,周口市,36170000,21661649.22,-0.598884413049488,0.13619124,0.040246,0.00885,0.016808,0.007677,0.006912,0.039245,0.021013,36169900.0,2.9,41046.1870177031,6305100.0,14562300.0,15302500.0,17.4,40.3,42.3,881.2,2301.16252142,2.61139641559237,0.5989,32670000,0.704365632513009,0,0,0,0,0,114.696951,33.626149,0,2022,0,0,0,1.0508298826421651,14197.1719493502,1.2318947046219772e-09,0.44573921028466484,-0.209997450832421
2023,河南省,411600,周口市,33330000,21987880.69,-0.659702390939094,0.15469924,0.049403,0.009416,0.020138,0.010691,0.008575,0.033277,0.019704,34224900.0,4.8,39493.3071774752,5754900.0,10973900.0,16596900.0,17.27,32.93,49.8,866.6,2435.5493,2.81046538195246,0.6425,35283600,0.690278,0,0,0,0,0,114.696951,33.626149,0,2023,0,0,0,1.512397597936923,14486.916770684953,1.400168917003934e-09,0.31101985058214016,0.026052396537151024
2024,河南省,411600,周口市,36360000,21850878.2,-0.600959246424642,0.16998393,0.051287,0.008849,0.020056,0.013366,0.010516,0.033836,0.023243,36356200.0,6.5,42122.8131155138,5823000.0,11978500.0,18554700.0,16.0,33.0,51.0,863.1,2577.7875,2.98666145290233,0.601,38106288,0.676473,0,0,0,0,0,114.696951,33.626149,0,2024,0,0,0,1.549000292190174,14782.555970963473,1.3458933601719486e-09,0.31434444624992075,0.22099235447918844
2000,内蒙古自治区,150700,呼伦贝尔市,1570000,15756862.41,-10.0362180955414,0.01466879,0.004933,0.001348,0.002222,0.00067,0.000693,0.009599,0.004454,1687000.0,7.1,6428.62586693087,553700.0,365700.0,767500.0,32.8,21.7,45.5,262.42,412.1763112,1.57067415288469,9.3402,1433882,2.87454833242903,0,0,0,0,0,119.765744,49.211574,0,2000,0,0,0,2.098714793546623,3478.80739634316,3.440310987933456e-09,0.25504190721412223,-1.6520426505614165
2001,内蒙古自治区,150700,呼伦贝尔市,1678481,15823707.85,-9.42739765895473,0.03297687,0.0119,0.003378,0.005093,0.001942,0.001487,0.010121,0.005018,1761900.0,6.1,6649.93394980185,539600.0,417300.0,805000.0,30.6,23.7,45.7,264.95,407.2787187,1.53719086129458,8.981,1678481,2.42647202262045,0,0,0,0,0,119.765744,49.211574,0,2001,0,0,0,1.9290678169182842,4121.209684997961,7.089743643210737e-09,0.2486176489337681,-1.5263869194322988
2002,内蒙古自治区,150700,呼伦贝尔市,1903600,16832269.5,-8.84233531204034,0.026624,0.007941,0.001757,0.003324,0.001402,0.001459,0.012416,0.007162,1887300.0,13.26,7051.37306183449,559100.0,458000.0,870200.0,29.6,24.3,46.1,267.65,532.4055863,1.98918582589202,8.9187,1991617,2.67323278672556,0,0,0,0,0,119.765744,49.211574,0,2002,0,0,0,1.9,3740.789073685195,3.98721240077786e-09,0.22996389366027706,-1.6074110167879683
2003,内蒙古自治区,150700,呼伦贝尔市,2132600,18327773.64,-8.59409811497702,0.0196418,0.006307,0.001532,0.002711,0.000892,0.001172,0.010675,0.005227,2047600.0,10.82,7592.13941416389,540000.0,465800.0,1041700.0,26.4,22.7,50.9,269.7,598.44646976,2.21893388861698,8.9509,2304754,2.59657416696099,0,0,0,0,0,119.765744,49.211574,0,2003,0,0,0,2.2363675397166167,3851.228332793566,2.7365176500398743e-09,0.20210399895173195,-1.6520426505614165
2004,内蒙古自治区,150700,呼伦贝尔市,2617890,19454882.13,-7.43151245086692,0.04383443,0.013838,0.003932,0.006285,0.001528,0.002093,0.015686,0.008791,2381700.0,25.0,8781.1082844818,803500.0,513200.0,1064900.0,33.7,21.5,44.8,271.23,688.4028876,2.53807796925119,8.1685,2617890,2.62960967649519,0,0,0,0,0,119.765744,49.211574,0,2004,0,0,0,2.0750194855806705,3802.8457566859283,5.285936383881676e-09,0.1960357387055988,-1.3879102941456134
2005,内蒙古自治区,150700,呼伦贝尔市,3240831,19954590.69,-6.15724506770023,0.04094555,0.013952,0.004123,0.006316,0.001974,0.001539,0.011484,0.008035,2594100.0,24.4,10001.9278223319,891300.0,630300.0,1072500.0,34.4,24.3,41.3,259.36,870.1956432,3.35516518815546,7.6923,3240831,2.68510034370814,0,0,0,0,0,119.765744,49.211574,0,2005,0,0,0,1.7015706806282722,3724.2556031220547,4.305068669116039e-09,0.1944871546834747,-1.4247548847588083
2006,内蒙古自治区,150700,呼伦贝尔市,3950600,20357923.2,-5.15312185490811,0.05596086,0.018387,0.003918,0.008166,0.002463,0.003841,0.014422,0.009624,2914600.0,18.0,11278.1023874937,970600.0,769200.0,1174800.0,33.3,26.4,40.3,258.43,1016.96607774,3.93517036621135,6.9848,3950600,2.57420664643345,0,0,0,0,0,119.765744,49.211574,0,2006,0,0,0,1.5273010920436818,3884.6920133062886,4.654229737255101e-09,0.19470460183263302,-1.2332505820947273
2007,内蒙古自治区,150700,呼伦贝尔市,5050392,23647769.71,-4.68236321259815,0.02477247,0.010503,0.002217,0.005216,0.001095,0.001976,0.006467,0.002657,3622900.0,16.3,14088.6642037721,1168000.0,986000.0,1468900.0,32.2,27.2,40.6,257.15,1197.76354256,4.65783994773478,6.5273,5050392,2.37162490072058,0,0,0,0,0,119.765744,49.211574,0,2007,0,0,0,1.4897565922920892,4216.5183865971685,2.0796405506740863e-09,0.1952323700813719,-1.631025311898201
2008,内蒙古自治区,150700,呼伦贝尔市,6326600,25608050.85,-4.04767977270572,0.03978501,0.012508,0.002923,0.005927,0.002025,0.001633,0.014198,0.008999,4391800.0,15.0,17146.7614102214,1334800.0,1285300.0,1771600.0,30.4,29.3,40.3,256.13,1415.01523956,5.52459781970093,5.8309,6326600,2.2366124609743,0,0,0,0,0,119.765744,49.211574,0,2008,0,0,0,1.3783552478020695,4471.04725314991,1.977049283975595e-09,0.20315809439509372,-1.4395563376368221
2009,内蒙古自治区,150700,呼伦贝尔市,7792653,27955416.89,-3.58740686772528,0.03222713,0.011822,0.002573,0.005347,0.00121,0.002692,0.008668,0.005249,5071900.0,17.1,19862.5416095555,1420200.0,1499100.0,2152600.0,28.0,29.6,42.4,255.35,1782.37832138,6.98013832535735,5.5118,7792653,2.28725483013295,0,0,0,0,0,119.765744,49.211574,0,2009,0,0,0,1.435928223600827,4372.053287747894,1.5170699888728522e-09,0.19237350873957818,-1.5359490554041415
2010,内蒙古自治区,150700,呼伦贝尔市,9320138,41048329.26,-4.40426196049887,0.03596482,0.010402,0.002238,0.004438,0.001721,0.002004,0.014229,0.009604,5964800.0,19.29,23426.2823030398,1668100.0,1861500.0,2435200.0,28.0,31.2,40.8,254.62,1813.7040693,7.12317991241851,6.8818,9320138,1.94600559487424,0,0,0,0,0,119.765744,49.211574,0,2010,0,0,0,1.3081923180230997,5138.7313717596235,1.1160778949839585e-09,0.1997288022988501,-1.4882787963802178
2011,内蒙古自治区,150700,呼伦贝尔市,11453101,43141325.43,-3.7667811913996,0.04907592,0.014566,0.003425,0.006548,0.002028,0.002564,0.016712,0.011594,6880700.0,14.4,27234.1183455373,1990900.0,2277500.0,2612200.0,28.9,33.1,38.0,252.65,1845.98951895,7.3065090795567,6.2699,11453101,1.61178140221587,0,0,0,0,0,119.765744,49.211574,0,2011,0,0,0,1.146959385290889,6204.315291299449,1.2717952980594515e-09,0.19885444125569135,-1.3210606661745123
2012,内蒙古自治区,150700,呼伦贝尔市,13358200,51016474.23,-3.81911292165112,0.05281939,0.016719,0.003567,0.006744,0.00188,0.004529,0.018955,0.006654,7714700.0,13.51,30993.9335502792,2224600.0,2685500.0,2804500.0,28.8,34.8,36.4,248.91,2249.38644788,9.03694687991644,6.6129,13358200,1.68389936359689,0,0,0,0,0,119.765744,49.211574,0,2012,0,0,0,1.0443120461738968,5938.597172837875,1.251590783189352e-09,0.2010375649413843,-1.2733166894005459
2013,内蒙古自治区,150700,呼伦贝尔市,14305520,51463737.7,-3.5974741009065,0.03293368,0.011679,0.002506,0.005739,0.001187,0.002247,0.011399,0.005412,8385800.0,7.09,34210.998694517,2457400.0,2968400.0,2960000.0,29.3,35.4,35.3,245.12,1922.51809434,7.84317107677872,6.137,14305520,1.34389948379367,0,0,0,0,0,119.765744,49.211574,0,2013,0,0,0,0.9971701926964021,7441.032696709719,8.16398145610925e-10,0.20750032155419726,-1.5269377619278623
2014,内蒙古自治区,150700,呼伦贝尔市,15222009,49575027.02,-3.25679921881533,0.04315659,0.015616,0.004255,0.006454,0.001636,0.00327,0.011434,0.004573,9115400.0,8.4,37621.858103925,2572500.0,3113300.0,3429600.0,28.2,34.2,37.6,242.29,1089.32013947,4.49593519943043,5.4386,15222009,0.715621794383383,0,0,0,0,0,119.765744,49.211574,0,2014,0,0,0,1.1015963768348698,13973.861722051835,1.025882982988645e-09,0.20452622252424105,-1.3965554221195162
2015,内蒙古自治区,150700,呼伦贝尔市,15989500,46646204.41,-2.91730225522999,0.02972694,0.01002,0.002118,0.004555,0.00124,0.002108,0.011178,0.005935,9700000.0,8.1,40648.7030130327,2581100.0,3208900.0,3910000.0,26.6,33.1,40.3,238.63,910.30916868,3.81473062347567,4.8089,15989500,0.569316844604272,0,0,0,0,0,119.765744,49.211574,0,2015,0,0,0,1.218486085574496,17564.91151592561,6.266612464429782e-10,0.20068795146815097,-1.5678363186359832
2016,内蒙古自治区,150700,呼伦贝尔市,16208500,45574705.93,-2.81177813678008,0.04771365,0.017684,0.004419,0.008441,0.003481,0.001344,0.013178,0.004507,10319600.0,7.0,43678.9977143825,2602100.0,3335400.0,4382100.0,25.2,32.3,42.5,236.26,1010.6110303,4.27753758698045,4.4163,16208500,0.623506820680507,0,0,0,0,0,119.765744,49.211574,0,2016,0,0,0,1.313815434430653,16038.316933062273,1.0910324829564734e-09,0.20578091741987228,-1.3384349705605156
2017,内蒙古自治区,150700,呼伦贝尔市,14368750,46609009.01,-3.24377618164419,0.05602081,0.017138,0.003879,0.007459,0.001966,0.003834,0.021282,0.008621,10727300.0,0.1,45829.4527278165,2589300.0,3124000.0,5014100.0,24.1,29.1,46.8,234.07,1024.3152792,4.3761066313496,4.3449,14368750,0.712877097311875,0,0,0,0,0,119.765744,49.211574,0,2017,0,0,0,1.6050256081946224,14027.663446768196,1.1927272727272727e-09,0.21741626794258373,-1.2324859836319109
2018,内蒙古自治区,150700,呼伦贝尔市,12529000,48169544.87,-3.84464401548408,0.07532801,0.026708,0.006927,0.012443,0.003626,0.003712,0.014854,0.009278,11373500.0,5.6,49312.7818244884,2680800.0,3191100.0,5501700.0,23.6,28.0,48.4,230.64,905.84444365,3.92752533667187,4.2352,12529000,0.722998199098092,0,0,0,0,0,119.765744,49.211574,0,2018,0,0,0,1.7240763373131522,13831.29309654512,2.131694468832309e-09,0.25469710272168566,-0.9862431906162528
2019,内蒙古自治区,150700,呼伦贝尔市,11930000,47727934.52,-4.00066508968986,0.08310312,0.02664,0.006974,0.012441,0.004405,0.002821,0.021633,0.014144,11930300.0,2.7,47079.0418689081,2789900.0,3325600.0,5814800.0,23.4,27.9,48.7,253.41,971.39539566,3.83329543293477,4.0006,11930000,0.814245930980721,0,0,0,0,0,119.765744,49.211574,0,2019,0,0,0,1.7484965119076257,12281.301778143947,2.2330259849119866e-09,0.2787594300083822,-0.8870799353330436
2020,内蒙古自治区,150700,呼伦贝尔市,11720000,46546459.52,-3.97154091467577,0.04578786,0.013573,0.002977,0.00632,0.002111,0.002165,0.017365,0.01049,11728300.0,-3.3,52445.1102267138,2911600.0,3351600.0,5465100.0,24.8,28.6,46.6,223.63,1061.29694793,4.74577180132361,3.9687,11720000,0.905543470930034,0,0,0,0,0,119.765744,49.211574,0,2020,0,0,0,1.630594343000358,11043.09215517787,1.1581058020477815e-09,0.2859726962457338,-1.3629963729576329
2021,内蒙古自治区,150700,呼伦贝尔市,13550000,50501287.81,-3.72703231070111,0.05377856,0.017885,0.004188,0.007847,0.003217,0.002633,0.014854,0.008457,13924800.0,5.5,62897.1498260987,3398500.0,4734200.0,5792100.0,24.4,34.0,41.6,221.39,1022.86713819,4.62020478878901,3.6267,13550000,0.754883496819188,0,0,0,0,0,119.765744,49.211574,0,2021,0,0,0,1.2234590849562756,13247.07725382322,1.3199261992619928e-09,0.34938745387453873,-1.2610834966135633
2022,内蒙古自治区,150700,呼伦贝尔市,15360000,49924693.77,-3.25030558398437,0.04637207,0.017871,0.005146,0.007597,0.002218,0.00291,0.010114,0.00314,15360200.0,4.6,70115.4882001187,3889100.0,5444700.0,6026400.0,25.3,35.4,39.2,219.07,4056.89688117,10.6941637342342,3.2503,15360000,2.64120890701172,0,0,0,0,0,119.765744,49.211574,0,2022,0,0,0,1.106837842305361,3786.1450389072274,1.1634765625000001e-09,0.35447265625,-1.355545396010811
2023,内蒙古自治区,150700,呼伦贝尔市,15960000,53467613.48,-3.35010109523809,0.13383939,0.026742,0.01499,0.016232,0.010104,0.012074,0.014261,0.006709,15955700.0,6.1,73654.1568573143,3958900.0,5435500.0,6561400.0,24.8,34.1,41.1,216.63,4293.8201,10.6941637342342,3.351,16588800,2.588385,0,0,0,0,0,119.765744,49.211574,0,2023,0,0,0,1.207138257749977,3863.4129082399145,1.6120515046296295e-09,0.327660831404321,-0.239992795198972
2024,内蒙古自治区,150700,呼伦贝尔市,17310000,52511793.86,-3.03361027498556,0.18946268,0.028455,0.020932,0.019006,0.017103,0.019313,0.014846,0.007488,17306700.0,3.5,80906.4559861624,4035900.0,5442100.0,7828700.0,23.3,31.4,45.2,213.91,4544.5787,10.6941637342342,3.0342,17915904,2.536617,0,0,0,0,0,119.765744,49.211574,0,2024,0,0,0,1.438543944433215,3942.2584980209494,1.5882536544067217e-09,0.30375804648205307,0.4694230852145488
2000,内蒙古自治区,150100,呼和浩特市,1791495,11570264.91,-6.45844108412248,0.03727988,0.014896,0.004423,0.007196,0.001678,0.001599,0.007702,0.004346,1998700.0,14.7,8198.11320754717,223000.0,750900.0,1024800.0,11.2,37.6,51.3,243.8,459.5407232,1.88490862674323,5.7889,1791495,2.56512422976341,0,0,0,0,0,111.74918,40.842585,0,2000,0,0,0,1.3647622852576908,3898.4466654553935,8.314843189626541e-09,0.41914713688846467,-1.4715066053124726
2001,内蒙古自治区,150100,呼和浩特市,2111188,11703540.51,-5.54358044380699,0.01779724,0.006168,0.001635,0.002994,0.000645,0.000894,0.010416,0.004303,2342600.0,16.5,9460.27258960121,227400.0,867300.0,1247900.0,9.7,37.0,53.3,247.625,451.94659314,1.82512506063604,4.996,2111188,2.14072168437865,0,0,0,0,0,111.74918,40.842585,0,2001,0,0,0,1.4388331603827973,4671.321859806597,2.921577803587364e-09,0.4108113536075423,-1.6520426505614165
2002,内蒙古自治区,150100,呼和浩特市,3167000,12806233.79,-4.04364818124408,0.01256943,0.005469,0.001222,0.002419,0.000788,0.00104,0.005867,0.002739,2927800.0,21.5,11643.6667329489,289700.0,1120700.0,1517400.0,9.9,38.3,51.8,251.45,518.4942392,2.06201725671108,4.374,3167000,1.63717789453742,0,0,0,0,0,111.74918,40.842585,0,2002,0,0,0,1.3539751940751317,6108.07172107921,1.7268708556994e-09,0.3538680138932744,-1.6520426505614165
2003,内蒙古自治区,150100,呼和浩特市,4062029,22007734.72,-5.41791669138748,0.04807651,0.016283,0.00346,0.006625,0.002402,0.003796,0.01204,0.007219,3811600.0,20.4,14931.348545686,366600.0,1210200.0,2234800.0,9.6,31.8,58.6,255.275,612.470587,2.39925800411321,5.7739,4062029,1.50779471786144,0,0,0,0,0,111.74918,40.842585,0,2003,0,0,0,1.846636919517435,6632.202568121038,4.008587826428615e-09,0.297929926152669,-1.3338070773458774
2004,内蒙古自治区,150100,呼和浩特市,5121000,32197921.88,-6.28742860378832,0.03876068,0.013304,0.002787,0.005721,0.00234,0.002455,0.01203,0.005847,4578900.0,15.96,17672.3272867619,426000.0,1395500.0,2757400.0,9.3,30.5,60.2,259.1,727.91138276,2.80938395507526,7.0318,5121000,1.42142429752002,0,0,0,0,0,111.74918,40.842585,0,2004,0,0,0,1.9759226083840917,7035.197032615229,2.5979300917789492e-09,0.2725053700449131,-1.452620576893148
2005,内蒙古自治区,150100,呼和浩特市,7436618,39862437.39,-5.36029111485893,0.02505482,0.008721,0.001824,0.004005,0.001474,0.001418,0.010946,0.00456,5750400.0,21.44,21806.598407281,471700.0,1831800.0,3446800.0,8.2,31.9,59.9,263.7,880.4419182,3.33880135836177,6.9321,7436618,1.18392785295681,0,0,0,0,0,111.74918,40.842585,0,2005,0,0,0,1.8816464679550169,8446.460631047223,1.1727104982399256e-09,0.24632164782432014,-1.6274242380704076
2006,内蒙古自治区,150100,呼和浩特市,9000845,45245361.99,-5.02679048356015,0.02927421,0.008685,0.001865,0.004093,0.00143,0.001296,0.012876,0.008452,7250900.0,18.0,27075.8028379388,512600.0,2281100.0,4457200.0,7.1,31.5,61.5,267.8,967.08420972,3.61121810948469,6.24,9000845,1.07443713309139,0,0,0,0,0,111.74918,40.842585,0,2006,0,0,0,1.953969576081715,9307.198803924237,9.649094057280179e-10,0.253431761129094,-1.5736104080783664
2007,内蒙古自治区,150100,呼和浩特市,11011331,50512076.71,-4.58728165650456,0.0558678,0.017069,0.004489,0.007296,0.001963,0.003321,0.019686,0.00986,8406700.0,16.4,30929.727740986,636200.0,2618200.0,5152300.0,7.6,31.1,61.3,271.8,1077.36967312,3.96383249860191,6.0085,11011331,0.978419114928068,0,0,0,0,0,111.74918,40.842585,0,2007,0,0,0,1.9678786952868383,10220.568923303572,1.5501304973940027e-09,0.23777325375106786,-1.234437463378292
2008,内蒙古自治区,150100,呼和浩特市,13163700,48078982.15,-3.65239120839885,0.03771971,0.013372,0.00308,0.00655,0.001634,0.002107,0.011278,0.006362,9377200.0,12.5,33852.7075812274,757800.0,2851000.0,5768400.0,8.1,30.4,61.5,277.0,1122.99762004,4.05414303263538,5.1272,13163700,0.853101802715042,0,0,0,0,0,111.74918,40.842585,0,2008,0,0,0,2.0232900736583654,11721.930452115404,1.015823818531264e-09,0.21658044470779492,-1.465897041644407
2009,内蒙古自治区,150100,呼和浩特市,16439925,47494333.4,-2.88896289976992,0.047001,0.015031,0.003655,0.007484,0.002959,0.000934,0.016409,0.009469,10805400.0,14.3,38289.8653437279,780000.0,3387600.0,6637800.0,7.2,31.4,61.4,282.2,1217.60633613,4.3146928991141,4.3954,16439925,0.74063983633137,0,0,0,0,0,111.74918,40.842585,0,2009,0,0,0,1.9594403117251151,13501.839233402905,9.142985749630852e-10,0.2060593342122911,-1.3475240630463554
2010,内蒙古自治区,150100,呼和浩特市,18657116,55966854.98,-2.9997591792858,0.02967579,0.010585,0.00212,0.004248,0.001622,0.002596,0.008623,0.004962,12556600.0,11.5,43696.4086859688,908600.0,3998300.0,7649600.0,7.2,31.8,60.9,287.36,1412.2488264,4.91456300946548,4.4572,18657116,0.756949158916094,0,0,0,0,0,111.74918,40.842585,0,2010,0,0,0,1.913213115574119,13210.926892790794,5.673438488563828e-10,0.214304290116436,-1.5684886824620559
2011,内蒙古自治区,150100,呼和浩特市,21772669,59422534.77,-2.72922602047549,0.03146925,0.009102,0.002659,0.003826,0.001195,0.001422,0.014649,0.008233,14207900.0,11.3,48326.1904761905,1104000.0,4570100.0,8533800.0,7.8,32.2,60.1,294.0,1561.16792214,5.31009497326531,4.1824,21772669,0.717031027358199,0,0,0,0,0,111.74918,40.842585,0,2011,0,0,0,1.8673114373864905,13946.397880219514,4.180470478837482e-10,0.20990077054861764,-1.5456150084149718
2012,内蒙古自治区,150100,呼和浩特市,24755700,57580844.09,-2.32596307476662,0.04985514,0.017181,0.004325,0.008353,0.001876,0.002627,0.014728,0.00744,15500400.0,10.8,51359.8409542744,1219500.0,5077700.0,9203200.0,7.9,32.8,59.4,301.8,1866.84186624,6.18569206838966,3.7148,24755700,0.75410586904834,0,0,0,0,0,111.74918,40.842585,0,2012,0,0,0,1.8124741516828486,13260.737530951335,6.940219828160787e-10,0.20511235796200472,-1.3111225441695784
2013,内蒙古自治区,150100,呼和浩特市,27103900,57875276.5,-2.13531176325178,0.04996761,0.016107,0.003805,0.00733,0.002312,0.00266,0.017756,0.007665,17410600.0,9.9,56217.6299644818,1355100.0,5934300.0,10121200.0,7.8,34.1,58.1,309.7,1565.35440714,5.05442172147239,3.3241,27103900,0.577538438062419,0,0,0,0,0,111.74918,40.842585,0,2013,0,0,0,1.7055423554589422,17314.864848734487,5.942687214755072e-10,0.21894635089415176,-1.309688108988378
2014,内蒙古自治区,150100,呼和浩特市,28940500,55935816.94,-1.93278681916346,0.03233529,0.011893,0.002535,0.005349,0.001619,0.00239,0.0091,0.004854,18774900.0,7.9,59451.8682710576,1268800.0,6387600.0,11118600.0,6.8,34.0,59.2,315.8,1616.73318203,5.11948442694744,2.9793,28940500,0.558640376645186,0,0,0,0,0,111.74918,40.842585,0,2014,0,0,0,1.7406537666729287,17900.603712272285,4.1094659732900264e-10,0.2207149150843973,-1.5345695896870735
2015,内蒙古自治区,150100,呼和浩特市,30905200,54156179.26,-1.75233226965042,0.02984705,0.009185,0.00184,0.004383,0.00158,0.001383,0.016143,0.005545,20922400.0,8.1,65097.6975731176,1188400.0,6551300.0,13182700.0,5.7,31.3,63.0,321.4,1614.16188318,5.02228339508401,2.5884,30905200,0.522294592230434,0,0,0,0,0,111.74918,40.842585,0,2015,0,0,0,2.012226580983927,19146.28286173802,2.9719917683755486e-10,0.2119805081345534,-1.5663044433837918
2016,内蒙古自治区,150100,呼和浩特市,31735900,54799776.68,-1.7267440557854,0.04913981,0.01398,0.003026,0.00577,0.001705,0.003479,0.021515,0.009122,22365100.0,7.4,68290.3816793893,1113400.0,7042400.0,14209200.0,5.0,31.5,63.5,327.5,1594.74903812,4.86946271181679,2.4502,31735900,0.502506321900435,0,0,0,0,0,111.74918,40.842585,0,2016,0,0,0,2.0176644325798025,19900.247149490344,4.405105889544648e-10,0.22190642143440079,-1.3202458172038811
2017,内蒙古自治区,150100,呼和浩特市,30385450,59872613.34,-1.97043694728892,0.03246965,0.011785,0.003482,0.005628,0.001956,0.000719,0.012341,0.004364,24328700.0,4.8,73081.1054370682,1025900.0,7506200.0,15796600.0,4.2,30.9,64.9,332.9,1579.91093064,4.74590246512466,2.461,30385450,0.519956403686633,0,0,0,0,0,111.74918,40.842585,0,2017,0,0,0,2.104473635128294,19232.38165564895,3.878501058894965e-10,0.2470327080889044,-1.5328559708469731
